type,SampID,Experiment,Timepoint,ionization,runDate,N.lab,C.lab,Precursor Ion Name,Protein Name,Fraction1,iso.mz,MID.mean,MID.sd,Area.filled.w.background.mean,Area.filled.w.background.sd
Smp,GBTFate2MT0,Fate2,0,pos,200612,0,1,Butyrylcarnitine_13C-1 15N-0,Butyrylcarnitine,CyanoAq,233.158238,0.009996730845334572,0.017314845733710452,968.3333333333334,1677.202531995863
Smp,GBTFate2MT0,Fate2,0,pos,200612,0,1,L-Phenylalanine_13C-1 15N-0,L-Phenylalanine,CyanoAq,167.090158,0.06114192291336852,0.002407551447389561,235966.33333333334,86017.4668386214
Smp,GBTFate2MT0,Fate2,0,pos,200612,0,1,L-Tryptophan_13C-1 15N-0,L-Tryptophan,CyanoAq,206.101057,0.10031893238439779,0.009706997760976638,67966.33333333333,12555.066082396115
Smp,GBTFate2MT0,Fate2,0,pos,200612,0,1,Methylthioadenosine_13C-1 15N-0,Methylthioadenosine,CyanoAq,299.100741,0.08478944691364079,0.006875608597539668,35374.666666666664,6079.9276585608595
Smp,GBTFate2MT0,Fate2,0,pos,200612,0,2,L-Phenylalanine_13C-2 15N-0,L-Phenylalanine,CyanoAq,168.093512,0.0020165562925026463,4.2891328308507156e-4,7475.333333333333,1959.0164198733337
Smp,GBTFate2MT0,Fate2,0,pos,200612,0,2,L-Tryptophan_13C-2 15N-0,L-Tryptophan,CyanoAq,207.104411,0,0,0,0
Smp,GBTFate2MT0,Fate2,0,pos,200612,0,4,L-Phenylalanine_13C-4 15N-0,L-Phenylalanine,CyanoAq,170.10022,0,0,0,0
Smp,GBTFate2MT0,Fate2,0,pos,200612,0,5,L-Phenylalanine_13C-5 15N-0,L-Phenylalanine,CyanoAq,171.103574,0,0,0,0
Smp,GBTFate2MT0,Fate2,0,pos,200612,1,0,L-Phenylalanine_13C-0 15N-1,L-Phenylalanine,CyanoAq,167.08384,9.644244934171401e-4,8.534658606588292e-4,4512,4188.037368505682
Smp,GBTFate2MT0,Fate2,0,pos,200612,1,0,L-Tryptophan_13C-0 15N-1,L-Tryptophan,CyanoAq,206.094739,0.002303839195355016,0.003990366538823488,1383.3333333333333,2396.003617136947
Smp,GBTFate2MT0,Fate2,0,pos,200612,1,0,Xanthine_13C-0 15N-1,Xanthine,CyanoAq,154.038287,0.007429454013581625,6.223899836779444e-4,116316.33333333333,18044.211047683224
Smp,GBTFate2MT0,Fate2,0,pos,200612,1,1,L-Phenylalanine_13C-1 15N-1,L-Phenylalanine,CyanoAq,168.087194,0,0,0,0
Smp,GBTFate2MT0,Fate2,0,pos,200612,1,5,Xanthine_13C-5 15N-1,Xanthine,CyanoAq,159.055057,3.890279189920855e-4,6.738161212570815e-4,6407,11097.249524093797
Smp,GBTFate2MT12,Fate2,12,pos,200612,0,0,Butyrylcarnitine_13C-0 15N-0,Butyrylcarnitine,CyanoAq,232.154884,0.9752077885026077,0.023202524049076582,87228,18634.63109374586
Smp,GBTFate2MT12,Fate2,12,pos,200612,0,0,L-Phenylalanine_13C-0 15N-0,L-Phenylalanine,CyanoAq,166.086804,0.9003096573102517,0.011502089533535511,5448950,1122069.503784859
Smp,GBTFate2MT12,Fate2,12,pos,200612,0,0,L-Tryptophan_13C-0 15N-0,L-Tryptophan,CyanoAq,205.097703,0.9092769530590726,0.00704954149815472,1211271,144041.96247274612
Smp,GBTFate2MT12,Fate2,12,pos,200612,0,0,Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,CyanoAq,298.097387,0.8879351853749357,0.005905453650426236,543332.3333333334,68139.87825299759
Smp,GBTFate2MT12,Fate2,12,pos,200612,0,0,Xanthine_13C-0 15N-0,Xanthine,CyanoAq,153.041251,0.997727812394837,0.003935544376470652,4359213,5493498.7069091955
